Date,Open,High,Low,Close,Shares Traded,Turnover (₹ Cr),EMA_20,EMA_50,SMA_20,STD_20,Upper_Band,Lower_Band,RSI,OBV,VWAP
2014-02-18,6071.3,6141.7,6066.8,6127.1,126639146.0,4592.38,6101.300487900267,6140.124547499285,6103.575,101.76997476250544,6307.114949525011,5900.035050474989,50.740620607633296,-612694702.0,362.6351049461436
2014-02-19,6132.05,6160.35,6125.75,6152.75,95248833.0,3735.52,6106.200441433575,6140.619663283626,6094.264999999999,86.47138117990686,6267.207762359813,5921.322237640185,58.95142113010986,-517445869.0,392.18538247077527
2014-02-20,6127.15,6129.1,6086.45,6091.45,132108928.0,4344.77,6104.79563748752,6138.6914411940725,6081.555,63.10030423650387,6207.755608473008,5955.354391526993,50.200184785956246,-649554797.0,328.87784843731384
2014-02-21,6108.3,6159.65,6108.0,6155.45,112596128.0,4001.93,6109.619862488708,6139.3486395786185,6075.99,49.30849078161126,6174.606981563223,5977.373018436777,66.58033883673244,-536958669.0,355.42341207328195
2014-02-24,6140.95,6191.85,6130.8,6186.1,144877047.0,4424.81,6116.903685108831,6141.18202626181,6078.5025000000005,53.61164316542781,6185.725786330856,5971.279213669145,68.77915230176441,-392081622.0,305.4182903106798
2014-02-25,6205.7,6216.85,6176.6,6200.05,146259298.0,4782.95,6124.822381765133,6143.490574251543,6082.192499999999,59.308118897059906,6200.808737794119,5963.576262205879,68.29368757079605,-245822324.0,327.0185256871669
2014-02-26,6202.45,6245.95,6202.1,6238.8,181663811.0,6641.33,6135.677393025597,6147.228198790698,6088.120000000001,68.52062194392032,6225.161243887841,5951.078756112161,69.83738244514109,-64158513.0,365.58354487014475
2014-02-28,6228.45,6282.7,6228.1,6276.95,209914263.0,7869.42,6149.131927023159,6152.315328249887,6098.282499999999,80.32491301781032,6258.93232603562,5937.632673964379,70.48787501198123,145755750.0,374.8873415047552
2014-03-03,6264.35,6277.75,6212.25,6221.45,144562338.0,5040.12,6156.019362544763,6155.026491847931,6104.879999999999,84.85662893190734,6274.593257863814,5935.166742136184,64.8043708142404,1193412.0,348.6468239051308
2014-03-04,6216.75,6302.15,6215.7,6297.95,166818924.0,5550.29,6169.536566111929,6160.6313353048745,6119.6875,91.50139469028224,6302.6902893805645,5936.6847106194355,68.53383754825495,168012336.0,332.7134516225509
2014-03-05,6328.45,6336.25,6287.8,6328.65,160300066.0,5754.58,6184.690226482221,6167.220302547821,6136.075,98.21068987267785,6332.496379745356,5939.653620254644,68.99309059855601,328312402.0,358.9879994185405
2014-03-06,6344.75,6406.6,6339.7,6401.15,180731810.0,5844.96,6205.305443007724,6176.394016173397,6155.0125,110.84166620504215,6376.695832410084,5933.329167589915,81.56711118125143,509044212.0,323.4051603865418
2014-03-07,6413.95,6537.8,6413.55,6526.65,284922346.0,11368.15,6235.909686530797,6190.129544950912,6179.530000000001,134.83542444111637,6449.200848882233,5909.859151117768,83.59320129231631,793966558.0,398.99116933425785
2014-03-10,6491.7,6562.2,6487.35,6537.25,242143703.0,9992.74,6264.608764004055,6203.742111815582,6203.2325,153.661624386887,6510.555748773774,5895.909251226226,83.255680596373,1036110261.0,412.6780864501771
2014-03-11,6537.35,6562.85,6494.25,6511.9,238994883.0,8268.67,6288.160310289383,6215.826734881637,6226.155000000001,163.9894106818987,6554.133821363798,5898.176178636203,78.7550440890748,797115378.0,345.976863446068
2014-03-12,6497.5,6546.15,6487.3,6516.9,174977068.0,6176.54,6309.945042642776,6227.633529592162,6248.865,171.44252458724995,6591.7500491744995,5905.9799508255,78.07849487238795,972092446.0,352.99139885004814
2014-03-13,6491.75,6561.45,6476.65,6493.1,167858387.0,8356.1,6327.388371914893,6238.0439794120775,6269.32,175.10303312774076,6619.526066255481,5919.113933744518,82.87093870202149,804234059.0,497.806523066375
2014-03-14,6447.25,6518.45,6432.7,6504.2,177336088.0,7114.55,6344.227574589665,6248.481470415526,6294.475,170.62293569218554,6635.720871384371,5953.22912861563,81.24720007167821,981570147.0,401.1901965492777
2014-03-18,6532.45,6574.95,6497.65,6516.65,179308616.0,7268.52,6360.648757962078,6258.9978833404075,6317.89,167.16687344972772,6652.223746899455,5983.556253100545,80.61498564416043,1160878763.0,405.3636775602573
2014-03-19,6530.0,6541.2,6506.0,6524.05,172464722.0,7666.24,6376.210781013308,6269.3920839937255,6340.4275,162.78326038586627,6665.994020771733,6014.860979228267,80.3768985561598,1333343485.0,444.51061707564753
2014-03-20,6508.35,6523.65,6473.25,6483.1,141984189.0,6280.76,6386.3907066310885,6277.772786582207,6358.2275,157.61035021035977,6673.448200420719,6043.006799579281,72.81045751633992,1191359296.0,442.35629644650083
2014-03-21,6515.2,6522.9,6485.7,6493.2,189854420.0,8841.94,6396.563020285271,6286.220912598591,6375.25,152.55381966620368,6680.357639332407,6070.142360667593,71.30751798206725,1381213716.0,465.72210433657534
2014-03-22,6497.8,6502.65,6481.35,6494.9,9774392.0,373.66,6405.928446924769,6294.404406222176,6395.4225,139.13563571210793,6673.693771424216,6117.1512285757835,80.13887358095454,1390988108.0,382.28464747474834
2014-03-24,6510.5,6591.5,6510.5,6583.5,158395722.0,6633.77,6422.840023408124,6305.74148833111,6416.825,133.0691910446451,6682.9633820892905,6150.686617910709,80.65485775630711,1549383830.0,418.8099221518117
2014-03-25,6550.1,6595.55,6544.85,6589.75,168125064.0,6475.61,6438.736211654969,6316.879077024008,6437.007500000001,126.6913253324294,6690.390150664859,6183.624849335142,79.58305007931122,1717508894.0,385.1662474311385
2014-03-26,6615.65,6627.45,6580.6,6601.4,186570474.0,7046.34,6454.2280010211625,6328.036760277969,6457.075,118.71795246236589,6694.510904924731,6219.639095075268,76.31751872782239,1904079368.0,377.67712376611104
2014-03-27,6613.1,6673.95,6599.5,6641.75,312383468.0,12924.37,6472.087239019147,6340.339240267068,6477.2225,113.81599586388923,6704.854491727779,6249.590508272221,69.48865560447014,2216462836.0,413.7341224472225
2014-03-28,6673.05,6702.6,6643.8,6695.9,,,6493.402740064943,6354.282799472281,6498.17,113.56944478815403,6725.3088895763085,6271.031110423692,73.41006344990413,2216462836.0,
2014-03-31,6723.15,6730.05,6662.4,6704.2,,,6513.478669582568,6368.005042630231,6522.3075,102.41411841798224,6727.135736835964,6317.479263164036,79.8788067122438,2216462836.0,
2014-04-01,6729.5,6732.25,6675.45,6721.05,147136671.0,7174.14,6533.247367717561,6381.8499429192425,6543.4625,97.19648964186743,6737.855479283735,6349.069520716264,80.5934362355764,2363599507.0,487.58341148006537
2014-04-02,6757.6,6763.5,6723.6,6752.55,173335875.0,8007.75,6554.1333326968415,6396.387200059665,6564.657499999999,94.05614403260073,6752.7697880652,6376.545211934798,88.00351545334703,2536935382.0,461.97880271467176
2014-04-03,6772.05,6776.75,6696.9,6736.1,197546648.0,7738.58,6571.463491487619,6409.7092706455605,6581.405000000001,93.22662244014694,6767.8582448802945,6394.951755119707,83.44389962503615,2339388734.0,391.73431077403046
2014-04-04,6741.85,6741.85,6685.15,6694.35,155127592.0,6676.88,6583.1669684887975,6420.871652188872,6589.789999999999,95.55520807100338,6780.900416142006,6398.679583857992,73.63031914893627,2184261142.0,430.4121474405404
2014-04-07,6694.25,6725.15,6650.4,6695.05,133947319.0,6707.01,6593.822495299388,6431.623744259897,6597.68,97.48396143397875,6792.647922867958,6402.712077132042,73.15190901705935,2318208461.0,500.71998828136304
2014-04-09,6722.0,6808.7,6705.1,6796.2,169794626.0,8892.66,6613.096543366113,6445.920852328136,6611.8949999999995,104.77293480876118,6821.4408696175215,6402.349130382478,86.44935972060537,2488003087.0,523.7303564601626
2014-04-10,6803.05,6819.05,6777.3,6796.4,191125947.0,9079.6,6630.554015426484,6459.665132628994,6625.87,109.94783978643956,6845.765679572879,6405.974320427121,86.12964728312681,2679129034.0,475.0584702138847
2014-04-11,6758.35,6789.35,6743.15,6776.3,140734579.0,7463.19,6644.434585385866,6472.082186251387,6640.030000000001,110.18482606401722,6860.399652128035,6419.660347871966,82.123287671233,2538394455.0,530.3025065360803
2014-04-15,6792.7,6813.4,6711.75,6733.1,123197822.0,7100.26,6652.878910587212,6482.318178947411,6651.475,107.1805406288612,6865.836081257723,6437.113918742278,69.05247070809996,2415196633.0,576.3299938857685
2014-04-16,6727.25,6748.65,6665.15,6675.3,119768833.0,6168.64,6655.014252436049,6489.886093498493,6659.407499999999,102.44306669802121,6864.2936333960415,6454.521366603957,59.63075537543628,2295427800.0,515.0455127169854
2014-04-17,6695.45,6783.05,6684.4,6779.4,131488368.0,6952.58,6666.8605141088065,6501.239580027965,6672.175,100.5807930028123,6873.336586005625,6471.013413994376,66.58591129332841,2426916168.0,528.7600801311946
2014-04-21,6789.25,6825.45,6786.9,6817.65,111840313.0,5711.98,6681.221417527016,6513.647831791574,6688.902499999999,95.15385253019598,6879.210205060391,6498.594794939608,66.45463049579048,2538756481.0,510.726396125161
2014-04-22,6822.9,6838.0,6806.25,6815.35,114693049.0,5636.78,6693.995568238728,6525.479289368375,6705.01,87.21761290027952,6879.4452258005595,6530.574774199441,62.37439138091798,2424063432.0,491.4665752760658
2014-04-23,6823.25,6861.6,6820.75,6840.8,182972972.0,9247.25,6707.976942692182,6537.8448074323605,6722.305,77.06514656972398,6876.435293139448,6568.174706860553,63.665466186474696,2607036404.0,505.38885054564236
2014-04-25,6855.8,6869.85,6772.85,6782.75,154320793.0,8021.33,6715.098186245307,6547.448932631091,6732.2675,70.80121965030881,6873.869939300617,6590.665060699383,55.70240295748615,2452715611.0,519.7828396332826
2014-04-28,6778.55,6786.25,6750.3,6761.25,118162668.0,6297.18,6719.4935970790875,6555.833288214186,6740.842500000001,62.534864539062866,6865.912229078126,6615.772770921875,50.81920903954801,2334552943.0,532.9246628046685
2014-04-29,6769.0,6779.7,6708.65,6715.25,115511531.0,5459.34,6719.089444976317,6562.084923970492,6746.535000000001,53.73632041369548,6854.007640827392,6639.06235917261,48.1402194273481,2219041412.0,472.62294532309505
2014-04-30,6724.95,6780.15,6656.8,6696.4,161106871.0,7066.78,6716.9285454547635,6567.352181854002,6749.2675,49.33694109491834,6847.941382189837,6650.593617810163,50.19064447131026,2057934541.0,438.63926821594094
2014-05-02,6709.95,6737.65,6689.5,6694.8,114275323.0,5030.42,6714.821064935262,6572.3501355067865,6749.2125,49.400138171267066,6848.0127763425335,6650.412223657466,49.97678952743478,1943659218.0,440.20177479612113
2014-05-05,6681.65,6741.05,6680.45,6699.35,104989653.0,4881.32,6713.347630179523,6577.330522349658,6748.969999999999,49.64403128402991,6848.258062568059,6649.681937431939,39.042878153637304,2048648871.0,464.93343491667696
2014-05-06,6719.25,6743.45,6701.9,6715.3,88291413.0,4168.72,6713.533570162425,6582.741090100652,6748.6825,49.83053195078444,6848.343563901569,6649.021436098431,41.140485033865,2136940284.0,472.1546363744343
2014-05-07,6708.6,6718.75,6642.9,6652.55,114099791.0,6513.29,6707.725611099338,6585.478694410431,6743.6825,54.24362993183787,6852.169759863676,6635.195240136324,37.63365644049162,2022840493.0,570.8415364231473
2014-05-08,6669.9,6688.4,6638.55,6659.85,101549745.0,5413.39,6703.166029089877,6588.395216198257,6739.87,57.392804885766985,6854.655609771534,6625.084390228466,42.11432877597156,2124390238.0,533.077655684906
2014-05-09,6654.15,6871.35,6652.15,6858.8,166442779.0,8027.14,6717.988312033698,6598.999325366953,6748.092500000001,62.1140001912716,6872.320500382544,6623.864499617457,65.15026420079263,2290833017.0,482.27625423149175
2014-05-12,6863.4,7020.05,6862.9,7014.25,157725090.0,8475.17,6746.203710887632,6615.283665548641,6764.052500000001,84.67793703062135,6933.408374061243,6594.696625938758,67.87426744805546,2448558107.0,537.3380988402035
2014-05-13,7080.0,7172.35,7067.15,7108.75,232221733.0,10573.11,6780.7319288983335,6634.635286507518,6779.68,114.50930483922446,7008.698609678449,6550.661390321551,70.40802019068991,2680779840.0,455.30234674460894
2014-05-14,7112.0,7142.25,7080.9,7108.75,177204155.0,9395.8,6811.97174519373,6653.228020369968,6795.297500000001,136.16256100618477,7067.62262201237,6522.972377987631,70.63581375720915,2680779840.0,530.2245875668096
2014-05-15,7111.3,7152.55,7082.55,7123.15,186848485.0,8947.95,6841.607769460994,6671.656333296636,6812.639999999999,154.47291160938022,7121.58582321876,6503.694176781239,70.17217975280414,2867628325.0,478.88801453220236
2014-05-16,7270.2,7563.5,7130.65,7203.0,393156741.0,21057.07,6876.026077131375,6692.493339834024,6836.135,175.9769341195966,7188.088868239193,6484.181131760807,79.11730063049956,3260785066.0,535.5896975450817
2014-05-19,7276.85,7291.1,7193.55,7263.55,316246557.0,15228.6,6912.933117404577,6714.887718664062,6865.547500000001,195.7312237920507,7257.009947584102,6474.0850524159,83.01564348626268,3577031623.0,481.5420014201135
2014-05-20,7309.95,7353.65,7247.7,7275.5,255333095.0,11139.51,6947.4632966993795,6736.87251401057,6890.352500000001,214.75045828951264,7319.853416579026,6460.851583420976,88.55019610541528,3832364718.0,436.27364482461627
2014-05-21,7274.85,7287.15,7206.7,7252.9,203137825.0,9544.12,6976.552506537534,6757.108886010155,6912.115,228.60219820978512,7369.31939641957,6454.91060358043,88.09556407447975,3629226893.0,469.8347045903441
2014-05-22,7289.95,7319.55,7258.15,7276.4,240943899.0,10104.55,7005.109410676817,6777.473243421522,6935.167499999999,241.2284434193127,7417.624386838624,6452.710613161374,88.654791971288,3870170792.0,419.3735571615366
2014-05-23,7306.5,7381.0,7293.9,7367.1,259638086.0,12002.13,7039.584704898072,6800.59586132656,6961.4825,258.48169551151085,7478.445891023021,6444.519108976979,89.82050211700158,4129808878.0,462.263845220304
2014-05-26,7428.75,7504.0,7269.05,7359.05,273236339.0,13203.73,7070.009971098256,6822.496023627479,6990.297500000001,269.40006226073024,7529.097624521461,6451.497375478541,88.75443982902891,3856572539.0,483.2347720776628
2014-05-27,7363.1,7372.95,7274.75,7318.0,168599276.0,7931.22,7093.628069088898,6841.9275521126765,7018.135,273.22432662178596,7564.583653243572,6471.686346756428,91.13556283612529,3687973263.0,470.41839017149755
2014-05-28,7324.95,7344.75,7302.6,7329.65,175595609.0,8929.71,7116.1063482232885,6861.053922618062,7048.8550000000005,271.91397870617857,7592.682957412358,6505.027042587643,91.18298081652722,3863568872.0,508.5383427782638
2014-05-29,7316.6,7325.4,7224.4,7235.65,241115398.0,13385.17,7127.491457916309,6875.743964868334,7075.8175,261.6682654145045,7599.15403082901,6552.480969170991,76.60430638898687,3622453474.0,555.1354293847297
2014-05-30,7254.85,7272.5,7118.45,7229.95,312152571.0,13837.29,7137.249414305232,6889.634397618595,7102.575,247.64135330848424,7597.857706616968,6607.292293383031,69.31065353625779,3310300903.0,443.28611344354425
2014-06-02,7264.05,7368.6,7239.5,7362.5,169891181.0,7833.43,7158.701851038067,6908.178146731592,7135.732500000001,234.87743347673182,7605.4873669534645,6665.977633046537,71.2681250523845,3480192084.0,461.0851460265027
2014-06-03,7375.35,7424.95,7342.15,7415.85,234680218.0,10354.94,7183.192150939203,6928.0868468597655,7170.76,220.6860806905709,7612.132161381142,6729.387838618858,73.62671180181565,3714872302.0,441.23616759210614
2014-06-04,7417.55,7433.3,7391.35,7402.25,204592241.0,8913.89,7204.054803230708,6946.681480316245,7208.245000000001,189.49907505686815,7587.243150113737,6829.2468498862645,71.49899861346475,3510280061.0,435.69052063905
2014-06-05,7399.75,7484.7,7360.5,7474.1,250660653.0,11574.51,7229.773393399212,6967.36455951953,7248.9574999999995,148.515415002829,7545.988330005657,6951.926669994342,71.14334737170483,3760940714.0,461.76014709416717
2014-06-06,7521.5,7592.7,7497.65,7583.4,248397596.0,12322.96,7263.4521178373825,6991.522812087392,7285.1875,136.19962021274242,7557.586740425485,7012.788259574515,73.18257592230187,4009338310.0,496.098198953584
2014-06-09,7621.65,7673.7,7580.25,7654.6,231879926.0,10866.56,7300.704297090965,7017.525839064357,7317.204999999999,144.1878260611978,7605.580652122395,7028.829347877603,75.30369777065808,4241218236.0,468.6287505542847
2014-06-10,7679.05,7683.2,7579.3,7656.4,188669182.0,9475.21,7334.580078320397,7042.5797277285,7344.5875,154.17286766822684,7652.933235336453,7036.241764663546,77.70149663600161,4429887418.0,502.2129157267454
2014-06-11,7672.4,7700.05,7589.05,7626.85,186182446.0,10472.71,7362.41530895655,7065.492287425422,7370.4924999999985,155.97698908828008,7682.446478176558,7058.538521823439,73.86123782937295,4243704972.0,562.4971754855986
2014-06-12,7641.3,7658.0,7593.8,7649.9,148207144.0,8187.49,7389.7948033416405,7088.410236938151,7396.829999999999,156.4851703081223,7709.800340616243,7083.859659383755,71.20893955302233,4391912116.0,552.4355829972677
2014-06-13,7668.2,7678.5,7525.35,7542.1,174522339.0,11254.75,7404.300060166246,7106.201992352341,7413.784999999999,152.7034321299207,7719.19186425984,7108.378135740158,61.94141822689025,4217389777.0,644.8887898528566
2014-06-16,7534.8,7548.6,7487.55,7533.55,155377979.0,8449.27,7416.609578245651,7122.960737750289,7427.285000000001,150.6436236358926,7728.572247271786,7125.997752728215,64.68424279583083,4062011798.0,543.788125857912
2014-06-17,7525.05,7637.6,7509.25,7631.7,157961787.0,8704.2,7437.094380317494,7142.911297054199,7445.094999999999,152.79491061738304,7750.684821234765,7139.505178765234,68.40758120543609,4219973585.0,551.0320037085932
2014-06-18,7636.05,7663.0,7515.5,7558.2,165078941.0,8963.97,7448.628248858685,7159.19712854227,7460.360000000001,147.75029218973984,7755.86058437948,7164.859415620521,70.16063503969005,4054894644.0,543.0111161180758
2014-06-19,7580.05,7606.45,7502.55,7540.7,148852437.0,8115.36,7457.39698706262,7174.15802546218,7473.575,142.1439850997876,7757.862970199575,7189.2870298004245,69.140745303357,3906042207.0,545.1949705062605
2014-06-20,7543.3,7560.55,7497.3,7511.45,124132217.0,6801.49,7462.544893056656,7187.3851617185655,7480.7925000000005,140.10317276844847,7760.9988455368975,7200.586154463103,60.512386195214916,3781909990.0,547.9230263002553
2014-06-23,7514.0,7534.8,7441.6,7493.35,127404790.0,6543.64,7465.478712765546,7199.383782827642,7487.5075,137.14834676286088,7761.8041935257215,7213.210806474278,55.75609031491387,3654505200.0,513.610202567737
2014-06-24,7515.2,7593.35,7515.2,7580.2,137002483.0,7146.44,7476.404549645018,7214.317752128519,7500.6174999999985,132.54698796949833,7765.711475938995,7235.523524061002,61.91975349989957,3791507683.0,521.6285021637162
2014-06-25,7588.55,7589.25,7557.05,7569.25,114968325.0,6198.93,7485.24697348835,7228.236663809754,7512.597500000001,126.99264429090853,7766.582788581818,7258.6122114181835,56.93968346583037,3676539358.0,539.1859018560112
2014-06-26,7554.1,7570.2,7481.3,7493.2,171676960.0,9190.64,7486.004404584697,7238.627382876038,7525.475,109.24989401439026,7743.9747880287805,7306.97521197122,43.086003372681255,3504862398.0,535.3449874694892
2014-06-27,7514.2,7538.75,7482.3,7508.8,126673395.0,6688.8,7488.175413671869,7249.222387469134,7539.417499999999,84.55157609286474,7708.520652185728,7370.314347814269,37.782805429864155,3631535793.0,528.0351095034597
2014-06-30,7534.05,7623.65,7531.6,7611.35,152303166.0,7887.37,7499.9063266555,7263.4234703134825,7551.859999999999,74.90646026561869,7701.672920531236,7402.047079468762,46.7703778048606,3783838959.0,517.8730165070896
2014-07-01,7629.0,7649.5,7618.15,7634.7,139431498.0,6983.63,7512.743819354977,7277.983334222758,7562.8025,69.80331668186116,7702.4091333637225,7423.195866636277,50.567811934900504,3923270457.0,500.86458943444757
2014-07-02,7683.05,7732.4,7677.3,7725.15,136324329.0,7363.75,7532.972979416408,7295.519281900297,7578.947499999999,68.03402491477668,7715.015549829553,7442.879450170446,54.95946747512029,4059594786.0,540.164037777879
2014-07-03,7734.35,7754.65,7706.8,7714.8,133755275.0,7320.09,7550.289838519607,7311.9616630022465,7590.982500000001,69.77785102361095,7730.5382020472225,7451.426797952779,63.05958862673929,3925839511.0,547.274864486653
2014-07-04,7718.1,7758.0,7661.3,7751.6,113070488.0,5863.82,7569.462234851073,7329.202382100198,7599.392499999999,78.41721963688062,7756.22693927376,7442.558060726238,65.81332946551605,4038909999.0,518.5986284944662
2014-07-07,7780.4,7792.0,7755.1,7787.15,173926355.0,8925.04,7590.194402960495,7347.161112213916,7606.020000000001,88.30642880602578,7782.632857612053,7429.4071423879495,62.39929807769007,4212836354.0,513.1505228175455
2014-07-08,7804.05,7808.85,7595.9,7623.2,180646306.0,9002.25,7593.337793154733,7357.9861666369,7604.359999999999,87.61890507401007,7779.597810148019,7429.122189851979,54.53087968771785,4032190048.0,498.3356814392872
2014-07-09,7637.95,7650.1,7551.65,7585.0,168348843.0,8176.28,7592.543717616187,7366.888669906041,7602.2675,87.55323685020032,7777.373973700401,7427.161026299599,53.00135501355017,3863841205.0,485.67485551415405
2014-07-10,7589.5,7731.05,7479.05,7567.75,258385778.0,11431.68,7590.18241117655,7374.7655848116865,7598.160000000001,87.12694549696647,7772.413890993934,7423.906109006068,53.87741046831958,3605455427.0,442.42682737747276
2014-07-11,7584.1,7625.85,7447.2,7459.6,187592951.0,8983.29,7577.7459910644975,7378.092424622993,7594.035000000001,91.75104344767153,7777.537086895344,7410.532913104657,47.93211200294099,3417862476.0,478.8714049282162
2014-07-14,7469.0,7478.45,7422.15,7454.15,135231220.0,6659.48,7565.97494429645,7381.075074637778,7590.065,96.11971305041594,7782.304426100832,7397.8255738991675,41.421084870346405,3282631256.0,492.4513732849559
2014-07-15,7491.3,7534.9,7459.15,7526.65,122068670.0,6124.15,7562.229711506312,7386.783895240218,7584.8125,96.5938865276977,7778.000273055395,7391.624726944605,47.324792765636744,3404699926.0,501.6971185153406
2014-07-16,7564.15,7640.1,7532.45,7624.4,167973291.0,8186.24,7568.150691362854,7396.1021738582485,7588.1224999999995,96.76804125982228,7781.658582519644,7394.586417480355,58.02054040836288,3572673217.0,487.3536710071365
2014-07-17,7612.7,7655.65,7612.7,7640.45,141612002.0,6753.11,7575.0363398044865,7405.684441550082,7593.110000000001,96.7658032791688,7786.641606558338,7399.578393441663,58.04362436610252,3714285219.0,476.8741282253746
2014-07-18,7630.25,7685.0,7595.5,7663.9,134603073.0,6903.7,7583.499545537393,7415.810541881451,7600.7325,95.99605566896919,7792.724611337939,7408.740388662061,53.55427798444365,3848888292.0,512.8931937534591
2014-07-21,7701.65,7722.1,7674.0,7684.2,105401279.0,5794.45,7593.090065010022,7426.335618670414,7610.275,94.22935275754237,7798.733705515085,7421.816294484915,53.36185819070906,3954289571.0,549.7513934342296
2014-07-22,7708.2,7773.85,7704.8,7767.85,120081148.0,6494.69,7609.733868342401,7439.728339506869,7619.657499999999,100.22842237294157,7820.114344745883,7419.200655254116,52.92706333973133,4074370719.0,540.8584201743307
2014-07-23,7794.9,7809.2,7752.9,7795.75,122119113.0,7062.52,7627.44969040503,7453.689973251698,7630.982500000001,106.81305271508921,7844.6086054301795,7417.356394569822,55.4187027244126,4196489832.0,578.3304371036497
2014-07-24,7796.25,7835.65,7771.65,7830.6,117608370.0,6271.45,7646.797338937885,7468.470758614377,7647.852499999999,110.48761001650347,7868.827720033006,7426.877279966992,55.302013422818796,4314098202.0,533.2486114721256
2014-07-25,7828.2,7840.95,7748.6,7790.45,153936037.0,7827.61,7660.478544753324,7481.09739553146,7661.935,109.7784468590756,7881.491893718152,7442.378106281849,50.220117395944506,4160162165.0,508.49756512830066
2014-07-28,7792.9,7799.9,7722.65,7748.7,116534670.0,6107.78,7668.880588110151,7491.591615314541,7668.802500000001,110.73936027685865,7890.281220553718,7447.323779446283,60.001593879502686,4043627495.0,524.1169859579128
2014-07-30,7746.2,7798.7,7707.6,7791.4,178110084.0,10175.5,7680.549103528231,7503.348806870834,7676.6375,113.70329217472198,7904.044084349443,7449.230915650556,66.33169805348942,4221737579.0,571.3039807448522
2014-07-31,7784.65,7791.85,7711.15,7721.3,208857257.0,11718.26,7684.430141287447,7511.895912483743,7676.445,113.62006621817655,7903.685132436352,7449.204867563647,61.21212121212121,4012880322.0,561.0654936447816
2014-08-01,7662.5,7716.7,7593.9,7602.6,181070405.0,9796.7,7676.636794498167,7515.452935523596,7670.834999999999,114.3939190279823,7899.622838055964,7442.047161944034,60.28333093628647,3831809917.0,541.0436896079179
2014-08-04,7639.55,7694.8,7622.05,7683.65,137040004.0,7495.07,7677.304718831675,7522.048898836397,7667.4375,112.86782777260667,7893.173155545213,7441.701844454787,64.88519911791414,3968849921.0,546.9256991557005
2014-08-05,7706.65,7752.45,7638.05,7746.55,128238762.0,6772.55,7683.899507514373,7530.852863587911,7665.407499999999,110.95021913026639,7887.307938260532,7443.507061739467,64.44240115591754,4097088683.0,528.1203510058839
2014-08-06,7726.15,7740.95,7658.95,7672.05,116361342.0,6905.9,7682.770982989195,7536.390006192307,7667.85,110.50896724772814,7888.867934495456,7446.8320655045445,53.228101077162826,3980727341.0,593.4874831539843
2014-08-07,7651.15,7708.95,7630.4,7649.25,116792296.0,6030.02,7679.5785084187955,7540.8158883024125,7671.0625,108.89585545639733,7888.854210912795,7453.270789087205,50.59076262083782,3863935045.0,516.3028903892771
2014-08-08,7588.7,7592.45,7540.1,7568.55,118429659.0,6283.56,7669.004364759862,7541.903500525847,7671.102499999999,108.85604868623781,7888.814597372475,7453.390402627523,44.05585686677892,3745505386.0,530.5731733973836
2014-08-11,7619.85,7635.55,7598.6,7625.95,106972573.0,5535.13,7664.903949068446,7545.199441681697,7679.42,97.62036349284678,7874.660726985694,7484.179273014306,46.529226002502526,3852477959.0,517.434501645576
2014-08-12,7688.8,7735.75,7654.8,7727.05,120611660.0,6181.17,7670.822620585737,7552.330836125552,7693.065,82.35459131451702,7857.774182629034,7528.355817370965,47.618491711417214,3973089619.0,512.4852771282643
2014-08-13,7717.3,7757.1,7695.7,7739.55,154083920.0,8030.41,7677.368085291858,7559.672764120629,7703.710000000001,72.93251314564216,7849.575026291285,7557.844973708717,46.65953399904898,4127173539.0,521.1711903487399
2014-08-14,7756.15,7796.7,7739.1,7791.7,127328105.0,6745.33,7688.256839073586,7568.7718714100165,7712.075,72.95152590339835,7857.978051806796,7566.171948193203,47.734420500873576,4254501644.0,529.7597101598268
2014-08-18,7785.25,7880.5,7779.2,7874.25,126742201.0,6892.25,7705.97047344753,7580.751405864526,7723.764999999999,79.32413368115685,7882.4132673623135,7565.116732637685,54.65090465090467,4381243845.0,543.8007187519175
2014-08-19,7901.0,7918.55,7881.15,7897.5,140615189.0,7928.8,7724.211380738241,7593.172919360035,7735.445,86.88335480493974,7909.211709609879,7561.67829039012,58.43155031731643,4521859034.0,563.8651170180484
2014-08-20,7915.8,7922.7,7864.05,7875.3,117321408.0,6234.79,7738.600773048885,7604.236726443955,7745.0,91.34464522117503,7927.68929044235,7562.31070955765,54.86715396217663,4404537626.0,531.4281601530047
2014-08-21,7875.35,7919.65,7855.95,7891.1,115221672.0,7502.01,7753.124508948991,7615.486266583408,7751.1625,96.95267412399214,7945.067848247984,7557.257151752016,60.51263001485886,4519759298.0,651.0936588387643
2014-08-22,7904.55,7929.05,7900.05,7913.2,104074858.0,7088.03,7768.369793810992,7627.161314952687,7757.034999999999,103.15419742998695,7963.343394859973,7550.726605140025,71.84247538677917,4623834156.0,681.0511334063026
2014-08-25,7931.75,7968.25,7897.95,7906.3,118465594.0,6152.32,7781.506003924231,7638.107930052582,7760.8200000000015,107.30102442270372,7975.422048845409,7546.217951154594,67.48056842270557,4505368562.0,519.3339088815948
2014-08-26,7874.5,7915.45,7862.45,7904.75,142829732.0,6735.18,7793.243527360019,7648.564481815226,7766.535000000001,111.90723848961836,7990.349476979238,7542.720523020764,63.74456993918333,4362538830.0,471.5530797187241
2014-08-27,7933.9,7946.85,7916.55,7936.05,119961224.0,6261.16,7806.844143801922,7659.838423704825,7775.902499999999,118.01061891918171,8011.923737838362,7539.881262161636,74.7980462145407,4482500054.0,521.9319869560518
